"family","list","pathway","set_size","overlap","expected","p_hyper","q_bh"
"C2:CGP:radiation","combined","ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR",126,50,14.2366,1.67945516704105e-16,4.03069240089852e-15
"C2:CGP:radiation","combined","ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR",84,32,9.4911,1.62260636939598e-10,1.94712764327518e-09
"C2:CGP:radiation","combined","SMIRNOV_RESPONSE_TO_IR_6HR_DN",110,17,12.4288,0.112064075004255,0.605090899988695
"C2:CGP:radiation","combined","RASHI_RESPONSE_TO_IONIZING_RADIATION_6",74,12,8.3612,0.126060604164311,0.605090899988695
"C2:CGP:radiation","combined","WARTERS_RESPONSE_TO_IR_SKIN",74,12,8.3612,0.126060604164311,0.605090899988695
"C2:CGP:radiation","combined","SMIRNOV_RESPONSE_TO_IR_6HR_UP",165,23,18.6432,0.169164488690056,0.630267635102657
"C2:CGP:radiation","combined","MACAEVA_PBMC_RESPONSE_TO_IR",97,14,10.9599,0.202780862715179,0.630267635102657
"C2:CGP:radiation","combined","GHANDHI_BYSTANDER_IRRADIATION_UP",74,11,8.3612,0.210089211700886,0.630267635102657
"C2:CGP:radiation","combined","MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN",371,46,41.9189,0.271756449867272,0.724683866312726
"C2:CGP:radiation","combined","RASHI_RESPONSE_TO_IONIZING_RADIATION_5",123,16,13.8976,0.313255922475677,0.751814213941625
"C2:CGP:radiation","combined","QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR",80,10,9.0391,0.41787950594607,0.859074229237524
"C2:CGP:radiation","combined","MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP",394,46,44.5176,0.429537114618762,0.859074229237524
"C2:CGP:radiation","combined","RASHI_RESPONSE_TO_IONIZING_RADIATION_3",41,5,4.6325,0.500067695468978,0.923201899327344
"C2:CGP:radiation","combined","KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION",72,8,8.1352,0.575505863816609,0.96490683042233
"C2:CGP:radiation","combined","TSAI_RESPONSE_TO_IONIZING_RADIATION",142,15,16.0444,0.648930967083751,0.96490683042233
"C2:CGP:radiation","combined","GHANDHI_DIRECT_IRRADIATION_UP",91,9,10.282,0.713316221030114,0.96490683042233
"C2:CGP:radiation","combined","GHANDHI_DIRECT_IRRADIATION_DN",33,3,3.7286,0.736892211313272,0.96490683042233
"C2:CGP:radiation","combined","SMIRNOV_RESPONSE_TO_IR_2HR_UP",54,5,6.1014,0.745010663617141,0.96490683042233
"C2:CGP:radiation","combined","RASHI_RESPONSE_TO_IONIZING_RADIATION_4",45,4,5.0845,0.763884574084345,0.96490683042233
"C2:CGP:radiation","combined","SMIRNOV_RESPONSE_TO_IR_2HR_DN",55,4,6.2144,0.882333737830762,0.978523165377557
"C2:CGP:radiation","combined","WARTERS_IR_RESPONSE_5GY",46,3,5.1975,0.905132208803419,0.978523165377557
"C2:CGP:radiation","combined","RASHI_RESPONSE_TO_IONIZING_RADIATION_1",38,2,4.2936,0.938874480444688,0.978523165377557
"C2:CGP:radiation","combined","RASHI_RESPONSE_TO_IONIZING_RADIATION_2",118,8,13.3327,0.963695126566167,0.978523165377557
"C2:CGP:radiation","combined","TSAI_RESPONSE_TO_RADIATION_THERAPY",32,1,3.6156,0.978523165377557,0.978523165377557
"C2:CGP:radiation","down","ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR",126,46,6.4045,1.08937197933415e-27,2.61449275040196e-26
"C2:CGP:radiation","down","ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR",84,30,4.2696,3.53453477763934e-18,4.2414417331672e-17
"C2:CGP:radiation","down","RASHI_RESPONSE_TO_IONIZING_RADIATION_6",74,11,3.7613,0.00121689424028681,0.00810124570241105
"C2:CGP:radiation","down","SMIRNOV_RESPONSE_TO_IR_6HR_DN",110,14,5.5912,0.00135020761706851,0.00810124570241105
"C2:CGP:radiation","down","GHANDHI_BYSTANDER_IRRADIATION_UP",74,10,3.7613,0.00409360630132891,0.0196493102463787
"C2:CGP:radiation","down","WARTERS_RESPONSE_TO_IR_SKIN",74,9,3.7613,0.012416761648152,0.0496670465926078
"C2:CGP:radiation","down","MACAEVA_PBMC_RESPONSE_TO_IR",97,10,4.9304,0.0254222200561938,0.0871618973355215
"C2:CGP:radiation","down","MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN",371,27,18.8576,0.0390100879260703,0.117030263778211
"C2:CGP:radiation","down","GHANDHI_DIRECT_IRRADIATION_UP",91,8,4.6254,0.0911860037611787,0.243162676696476
"C2:CGP:radiation","down","TSAI_RESPONSE_TO_IONIZING_RADIATION",142,11,7.2177,0.108047361937603,0.243657630315592
"C2:CGP:radiation","down","QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR",80,7,4.0663,0.111676413894647,0.243657630315592
"C2:CGP:radiation","down","SMIRNOV_RESPONSE_TO_IR_6HR_UP",165,12,8.3868,0.135017895242968,0.270035790485935
"C2:CGP:radiation","down","RASHI_RESPONSE_TO_IONIZING_RADIATION_2",118,8,5.9978,0.251484208535308,0.458586363542069
"C2:CGP:radiation","down","SMIRNOV_RESPONSE_TO_IR_2HR_UP",54,4,2.7448,0.294131271281286,0.458586363542069
"C2:CGP:radiation","down","KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION",72,5,3.6597,0.303054931896683,0.458586363542069
"C2:CGP:radiation","down","SMIRNOV_RESPONSE_TO_IR_2HR_DN",55,4,2.7956,0.30572424236138,0.458586363542069
"C2:CGP:radiation","down","RASHI_RESPONSE_TO_IONIZING_RADIATION_4",45,3,2.2873,0.402647286317639,0.568443227742549
"C2:CGP:radiation","down","MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP",394,21,20.0266,0.443282744521236,0.591043659361648
"C2:CGP:radiation","down","RASHI_RESPONSE_TO_IONIZING_RADIATION_5",123,6,6.252,0.599669557047807,0.757477335218283
"C2:CGP:radiation","down","WARTERS_IR_RESPONSE_5GY",46,2,2.3381,0.686140060500543,0.823368072600652
"C2:CGP:radiation","down","TSAI_RESPONSE_TO_RADIATION_THERAPY",32,1,1.6265,0.811945777751712,0.920908577940713
"C2:CGP:radiation","down","RASHI_RESPONSE_TO_IONIZING_RADIATION_1",38,1,1.9315,0.86258285178895,0.920908577940713
"C2:CGP:radiation","down","RASHI_RESPONSE_TO_IONIZING_RADIATION_3",41,1,2.084,0.882537387193183,0.920908577940713
"C2:CGP:radiation","down","GHANDHI_DIRECT_IRRADIATION_DN",33,0,1.6774,1,1
"C2:CGP:radiation","up","RASHI_RESPONSE_TO_IONIZING_RADIATION_5",123,10,7.6457,0.234599523186843,1
"C2:CGP:radiation","up","RASHI_RESPONSE_TO_IONIZING_RADIATION_3",41,4,2.5486,0.249440675897542,1
"C2:CGP:radiation","up","GHANDHI_DIRECT_IRRADIATION_DN",33,3,2.0513,0.337558257263438,1
"C2:CGP:radiation","up","SMIRNOV_RESPONSE_TO_IR_6HR_UP",165,11,10.2564,0.450134821005019,1
"C2:CGP:radiation","up","MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP",394,25,24.491,0.487499962383789,1
"C2:CGP:radiation","up","KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION",72,3,4.4755,0.833244335785888,1
"C2:CGP:radiation","up","MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN",371,19,23.0613,0.839775394426549,1
"C2:CGP:radiation","up","WARTERS_RESPONSE_TO_IR_SKIN",74,3,4.5998,0.846746771463393,1
"C2:CGP:radiation","up","MACAEVA_PBMC_RESPONSE_TO_IR",97,4,6.0295,0.860656290829182,1
"C2:CGP:radiation","up","QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR",80,3,4.9728,0.881697331865149,1
"C2:CGP:radiation","up","RASHI_RESPONSE_TO_IONIZING_RADIATION_1",38,1,2.3621,0.912984516858905,1
"C2:CGP:radiation","up","RASHI_RESPONSE_TO_IONIZING_RADIATION_4",45,1,2.7972,0.944541542942045,1
"C2:CGP:radiation","up","WARTERS_IR_RESPONSE_5GY",46,1,2.8594,0.947998795240663,1
"C2:CGP:radiation","up","ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR",126,4,7.8321,0.95788913158036,1
"C2:CGP:radiation","up","SMIRNOV_RESPONSE_TO_IR_2HR_UP",54,1,3.3566,0.968932119320358,1
"C2:CGP:radiation","up","ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR",84,2,5.2214,0.970360937958145,1
"C2:CGP:radiation","up","SMIRNOV_RESPONSE_TO_IR_6HR_DN",110,3,6.8376,0.970641327606253,1
"C2:CGP:radiation","up","TSAI_RESPONSE_TO_IONIZING_RADIATION",142,4,8.8267,0.979419572997625,1
"C2:CGP:radiation","up","GHANDHI_BYSTANDER_IRRADIATION_UP",74,1,4.5998,0.991438748008644,1
"C2:CGP:radiation","up","RASHI_RESPONSE_TO_IONIZING_RADIATION_6",74,1,4.5998,0.991438748008644,1
"C2:CGP:radiation","up","GHANDHI_DIRECT_IRRADIATION_UP",91,1,5.6566,0.997141462108664,1
"C2:CGP:radiation","up","RASHI_RESPONSE_TO_IONIZING_RADIATION_2",118,0,7.3349,1,1
"C2:CGP:radiation","up","SMIRNOV_RESPONSE_TO_IR_2HR_DN",55,0,3.4188,1,1
"C2:CGP:radiation","up","TSAI_RESPONSE_TO_RADIATION_THERAPY",32,0,1.9891,1,1
"C2:CP","combined","REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES",35,17,3.9546,4.54013835615764e-08,0.000102697929616286
"C2:CP","combined","REACTOME_CELL_CYCLE_CHECKPOINTS",286,63,32.3148,1.23332219581688e-07,0.000122156633628631
"C2:CP","combined","REACTOME_HOMOLOGY_DIRECTED_REPAIR",135,37,15.2535,1.90797223825903e-07,0.000122156633628631
"C2:CP","combined","REACTOME_DNA_REPAIR",322,68,36.3824,2.16015267247801e-07,0.000122156633628631
"C2:CP","combined","REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR",165,42,18.6432,2.76792033540169e-07,0.000125220715973573
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_LICENSING",24,13,2.7117,3.51059169380713e-07,0.000132349306856529
"C2:CP","combined","REACTOME_DISEASES_OF_DNA_REPAIR",51,19,5.7624,1.26036887218482e-06,0.000407279198411725
"C2:CP","combined","REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE",43,17,4.8585,1.73505349362604e-06,0.000476915465424851
"C2:CP","combined","REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA",27,13,3.0507,2.03261477192338e-06,0.000476915465424851
"C2:CP","combined","WP_RETINOBLASTOMA_GENE_IN_CANCER",87,26,9.83,2.10837959957936e-06,0.000476915465424851
"C2:CP","combined","REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR",68,22,7.6832,2.96461643540556e-06,0.000609632943353398
"C2:CP","combined","REACTOME_G2_M_CHECKPOINTS",153,36,17.2873,1.31632576892756e-05,0.00246989320609088
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION",27,12,3.0507,1.42143425201503e-05,0.00246989320609088
"C2:CP","combined","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53",348,66,39.3201,1.52866953515793e-05,0.00246989320609088
"C2:CP","combined","WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR",82,23,9.2651,2.53084971149362e-05,0.00363514364929617
"C2:CP","combined","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",37,14,4.1806,2.57127755918385e-05,0.00363514364929617
"C2:CP","combined","REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA",37,13,4.1806,0.000121686221160202,0.0161914254273163
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION_IN_ICLR",16,8,1.8078,0.00014569177550253,0.0180688806445082
"C2:CP","combined","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",33,12,3.7286,0.000151772207005153,0.0180688806445082
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION",30,11,3.3897,0.000262302074210171,0.0296663645931704
"C2:CP","combined","REACTOME_REGULATION_OF_TP53_ACTIVITY",157,33,17.7393,0.000298372452520331,0.0321389756000471
"C2:CP","combined","REACTOME_SYNTHESIS_OF_DNA",108,25,12.2028,0.000342822583700209,0.035248394742267
"C2:CP","combined","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION",91,22,10.282,0.000401151035406676,0.0394523322647783
"C2:CP","combined","WP_RNAPOLYMERASE_II_TRANSCRIPTION_THE_PREINITIATION_COMPLEX",69,18,7.7962,0.000496797932985518,0.0459385478454335
"C2:CP","combined","WP_DNA_REPLICATION",42,13,4.7455,0.000507720466903554,0.0459385478454335
"C2:CP","combined","PID_ATR_PATHWAY",38,12,4.2936,0.000676771807734638,0.0588791472729135
"C2:CP","combined","REACTOME_MITOTIC_SPINDLE_CHECKPOINT",110,24,12.4288,0.00109562322233007,0.0917888788485415
"C2:CP","combined","WP_FLUOROPYRIMIDINE_ACTIVITY",30,10,3.3897,0.00117802247385661,0.0951673869951307
"C2:CP","combined","REACTOME_CHROMOSOME_MAINTENANCE",130,27,14.6886,0.00122402226093965,0.0954737363532924
"C2:CP","combined","PID_FANCONI_PATHWAY",46,13,5.1975,0.00131624083549463,0.0978525059578455
"C2:CP","combined","WP_SLC25A46_PATHWAY",21,8,2.3728,0.00137100661035418,0.0978525059578455
"C2:CP","combined","REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT",93,21,10.508,0.0013842971665124,0.0978525059578455
"C2:CP","combined","REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION",119,25,13.4457,0.00154016713124438,0.0988950250790828
"C2:CP","combined","PID_P53_REGULATION_PATHWAY",58,15,6.5534,0.00156497049892793,0.0988950250790828
"C2:CP","combined","WP_GASTRIC_CANCER_NETWORK_2",31,10,3.5027,0.00156499503890507,0.0988950250790828
"C2:CP","combined","REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS",94,21,10.621,0.00159650209610752,0.0988950250790828
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE",17,7,1.9208,0.00161764629881789,0.0988950250790828
"C2:CP","combined","REACTOME_DNA_STRAND_ELONGATION",32,10,3.6156,0.00204889126772545,0.12196294862092
"C2:CP","combined","WP_SMITHMAGENIS_AND_POTOCKILUPSKI_SYNDROME_COPY_NUMBER_VARIATION",148,29,16.7224,0.00211838042910961,0.122866064888357
"C2:CP","combined","BIOCARTA_MCM_PATHWAY",18,7,2.0338,0.00239105361322014,0.135214081827599
"C2:CP","combined","WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM",55,14,6.2144,0.00260280201612084,0.143598491718667
"C2:CP","combined","REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",23,8,2.5987,0.00268767427283387,0.144239931959852
"C2:CP","combined","REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER",28,9,3.1637,0.00274196157129692,0.144239931959852
"C2:CP","combined","REACTOME_RHO_GTPASES_ACTIVATE_FORMINS",132,26,14.9145,0.00324514553404617,0.165979311846438
"C2:CP","combined","REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION",139,27,15.7055,0.00335564533515494,0.165979311846438
"C2:CP","combined","WP_GENETIC_CAUSES_OF_PORTOSINUSOIDAL_VASCULAR_DISEASE",34,10,3.8416,0.00337535293763756,0.165979311846438
"C2:CP","combined","REACTOME_DISEASES_OF_IMMUNE_SYSTEM",29,9,3.2767,0.00358309222509202,0.172445842833152
"C2:CP","combined","WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE",47,12,5.3105,0.00500077630887202,0.230830772831365
"C2:CP","combined","WP_FANCONI_ANEMIA",47,12,5.3105,0.00500077630887202,0.230830772831365
"C2:CP","combined","REACTOME_S_PHASE",150,28,16.9483,0.00510236014216103,0.230830772831365
"C2:CP","combined","REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES",36,10,4.0676,0.0053061847831958,0.235344901560567
"C2:CP","combined","REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS",31,9,3.5027,0.0058610896899925,0.249316500277343
"C2:CP","combined","WP_AGERELATED_MACULAR_DEGENERATION",16,6,1.8078,0.00605702445730568,0.249316500277343
"C2:CP","combined","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES",60,14,6.7793,0.00606207228791063,0.249316500277343
"C2:CP","combined","WP_DISORDERS_OF_MITOCHONDRIAL_HOMEOSTATIS_DYNAMICS_PROTEIN_IMPORT_AND_QUALITY_CONTROL",60,14,6.7793,0.00606207228791063,0.249316500277343
"C2:CP","combined","WP_GASTRIC_CANCER_NETWORK_1",26,8,2.9377,0.006293528853738,0.252385653308387
"C2:CP","combined","REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE",79,17,8.9261,0.00635985068018482,0.252385653308387
"C2:CP","combined","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",49,12,5.5365,0.00714317623628089,0.264191054106475
"C2:CP","combined","REACTOME_MITOTIC_PROMETAPHASE",196,34,22.1458,0.00719060749260475,0.264191054106475
"C2:CP","combined","REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",32,9,3.6156,0.00735281950740135,0.264191054106475
"C2:CP","combined","REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX",32,9,3.6156,0.00735281950740135,0.264191054106475
"C2:CP","combined","REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY",32,9,3.6156,0.00735281950740135,0.264191054106475
"C2:CP","combined","REACTOME_DNA_REPLICATION",175,31,19.7731,0.00735810628148006,0.264191054106475
"C2:CP","combined","WP_TRANSCRIPTIONAL_REGULATION_OF_MEMORY_B_CELL_DIFFERENTIATION",44,11,4.9715,0.00834888329374297,0.284405773399576
"C2:CP","combined","REACTOME_RAB_REGULATION_OF_TRAFFICKING",121,23,13.6717,0.00841604956868686,0.284405773399576
"C2:CP","combined","REACTOME_MRNA_SPLICING_MINOR_PATHWAY",50,12,5.6494,0.0084551544606699,0.284405773399576
"C2:CP","combined","WP_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY",17,6,1.9208,0.00847850345284448,0.284405773399576
"C2:CP","combined","WP_PI3KAKTMTOR_VITAMIN_D3_SIGNALING",22,7,2.4858,0.00854977568133119,0.284405773399576
"C2:CP","combined","REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER",75,16,8.4742,0.00868309665851253,0.284654560022541
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION",33,9,3.7286,0.00911774764597912,0.294633502502925
"C2:CP","combined","WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS",64,14,7.2313,0.0109054619645853,0.333994361574075
"C2:CP","combined","BIOCARTA_PTDINS_PATHWAY",23,7,2.5987,0.0111144450475487,0.333994361574075
"C2:CP","combined","PID_PRL_SIGNALING_EVENTS_PATHWAY",23,7,2.5987,0.0111144450475487,0.333994361574075
"C2:CP","combined","WP_MTHFR_DEFICIENCY",23,7,2.5987,0.0111144450475487,0.333994361574075
"C2:CP","combined","PID_ATM_PATHWAY",34,9,3.8416,0.0111850097409821,0.333994361574075
"C2:CP","combined","REACTOME_PARASITE_INFECTION",58,13,6.5534,0.0113279142520847,0.333994361574075
"C2:CP","combined","WP_IL18_SIGNALING",246,40,27.7953,0.0113693925027426,0.333994361574075
"C2:CP","combined","BIOCARTA_PTEN_PATHWAY",18,6,2.0338,0.0115222283726566,0.334144622807043
"C2:CP","combined","REACTOME_HIV_TRANSCRIPTION_INITIATION",46,11,5.1975,0.0117737887460783,0.335308928903358
"C2:CP","combined","PID_E2F_PATHWAY",71,15,8.0222,0.0118588480602426,0.335308928903358
"C2:CP","combined","WP_CELL_CYCLE",119,22,13.4457,0.0134791941913347,0.36557544804391
"C2:CP","combined","WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK",119,22,13.4457,0.0134791941913347,0.36557544804391
"C2:CP","combined","PID_GMCSF_PATHWAY",35,9,3.9546,0.0135837993369065,0.36557544804391
"C2:CP","combined","REACTOME_HIV_TRANSCRIPTION_ELONGATION",41,10,4.6325,0.0138989781307587,0.36557544804391
"C2:CP","combined","REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION",41,10,4.6325,0.0138989781307587,0.36557544804391
"C2:CP","combined","WP_EUKARYOTIC_TRANSCRIPTION_INITIATION",41,10,4.6325,0.0138989781307587,0.36557544804391
"C2:CP","combined","REACTOME_RHO_GTPASE_EFFECTORS",302,47,34.1227,0.0142190908034671,0.36614110029197
"C2:CP","combined","PID_MET_PATHWAY",79,16,8.9261,0.0142442161033127,0.36614110029197
"C2:CP","combined","REACTOME_SIGNALING_BY_FGFR2_IIIA_TM",19,6,2.1468,0.0152615087882465,0.386195431255167
"C2:CP","combined","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS",170,29,19.2081,0.0153658659650597,0.386195431255167
"C2:CP","combined","WP_TOLLLIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88",30,8,3.3897,0.0156815233586045,0.389797866342455
"C2:CP","combined","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",135,24,15.2535,0.0161883420942857,0.394399450264398
"C2:CP","combined","WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING",121,22,13.6717,0.016215362013523,0.394399450264398
"C2:CP","combined","WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION",25,7,2.8247,0.0178355513204376,0.421758662882359
"C2:CP","combined","PID_MTOR_4PATHWAY",68,14,7.6832,0.0183447191312489,0.421758662882359
"C2:CP","combined","REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME",68,14,7.6832,0.0183447191312489,0.421758662882359
"C2:CP","combined","REACTOME_EXTENSION_OF_TELOMERES",49,11,5.5365,0.0187909099365007,0.421758662882359
"C2:CP","combined","WP_SMALL_CELL_LUNG_CANCER",95,18,10.7339,0.018879085846634,0.421758662882359
"C2:CP","combined","PID_AURORA_A_PATHWAY",31,8,3.5027,0.0190973263737739,0.421758662882359
"C2:CP","combined","PID_SYNDECAN_2_PATHWAY",31,8,3.5027,0.0190973263737739,0.421758662882359
"C2:CP","combined","REACTOME_PYRUVATE_METABOLISM",43,10,4.8585,0.0193207073597155,0.421758662882359
"C2:CP","combined","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS",37,9,4.1806,0.0194908422649553,0.421758662882359
"C2:CP","combined","WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY",37,9,4.1806,0.0194908422649553,0.421758662882359
"C2:CP","combined","REACTOME_DUAL_INCISION_IN_TC_NER",62,13,7.0053,0.0195285542276597,0.421758662882359
"C2:CP","combined","BIOCARTA_TFF_PATHWAY",20,6,2.2598,0.0197641106390496,0.421758662882359
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING",20,6,2.2598,0.0197641106390496,0.421758662882359
"C2:CP","combined","REACTOME_M_PHASE",386,57,43.6137,0.0207417335007895,0.432013808788078
"C2:CP","combined","REACTOME_IRAK4_DEFICIENCY_TLR2_4",15,5,1.6948,0.0208176415375334,0.432013808788078
"C2:CP","combined","WP_LUPUS_PATHOGENESIS",15,5,1.6948,0.0208176415375334,0.432013808788078
"C2:CP","combined","WP_PRIMARY_OVARIAN_INSUFFICIENCY",110,20,12.4288,0.021186010638356,0.434506639557031
"C2:CP","combined","REACTOME_RRNA_PROCESSING",204,33,23.0497,0.0214816543861965,0.434506639557031
"C2:CP","combined","REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX",50,11,5.6494,0.0217061230194273,0.434506639557031
"C2:CP","combined","WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",50,11,5.6494,0.0217061230194273,0.434506639557031
"C2:CP","combined","REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER",26,7,2.9377,0.0220878753871164,0.438269948470677
"C2:CP","combined","WP_INTEGRATED_CANCER_PATHWAY",44,10,4.9715,0.0225477144379427,0.441943129755835
"C2:CP","combined","PID_FAS_PATHWAY",38,9,4.2936,0.0230545045584388,0.441943129755835
"C2:CP","combined","PID_FOXM1_PATHWAY",38,9,4.2936,0.0230545045584388,0.441943129755835
"C2:CP","combined","WP_TARGETED_AGENTS_IN_TRIPLE_NEGATIVE_BREAST_CANCER",38,9,4.2936,0.0230545045584388,0.441943129755835
"C2:CP","combined","BIOCARTA_AKT_PATHWAY",21,6,2.3728,0.0250906935349165,0.465206137508042
"C2:CP","combined","BIOCARTA_ATRBRCA_PATHWAY",21,6,2.3728,0.0250906935349165,0.465206137508042
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION",21,6,2.3728,0.0250906935349165,0.465206137508042
"C2:CP","combined","WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS",21,6,2.3728,0.0250906935349165,0.465206137508042
"C2:CP","combined","PID_PLK1_PATHWAY",45,10,5.0845,0.026147458457516,0.474490643740731
"C2:CP","combined","WP_TOLLLIKE_RECEPTOR_SIGNALING",78,15,8.8131,0.026830001539112,0.474490643740731
"C2:CP","combined","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE",215,34,24.2926,0.0268649635913223,0.474490643740731
"C2:CP","combined","REACTOME_FGFR2_ALTERNATIVE_SPLICING",27,7,3.0507,0.0269927314655918,0.474490643740731
"C2:CP","combined","REACTOME_G0_AND_EARLY_G1",27,7,3.0507,0.0269927314655918,0.474490643740731
"C2:CP","combined","WP_LIPID_METABOLISM_PATHWAY",27,7,3.0507,0.0269927314655918,0.474490643740731
"C2:CP","combined","PID_AURORA_B_PATHWAY",39,9,4.4066,0.0270598112478136,0.474490643740731
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1",16,5,1.8078,0.0275270129376369,0.47531376538118
"C2:CP","combined","KEGG_MEDICUS_REFERENCE_TRAIP_DEPENDENT_REPLISOME_DISASSEMBLY",16,5,1.8078,0.0275270129376369,0.47531376538118
"C2:CP","combined","WP_ACUTE_MYELOID_LEUKEMIA",65,13,7.3443,0.0281332947562831,0.482102369232669
"C2:CP","combined","REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION",46,10,5.1975,0.0301401444884709,0.511483792214829
"C2:CP","combined","REACTOME_NUCLEOTIDE_EXCISION_REPAIR",107,19,12.0898,0.0303001008650694,0.511483792214829
