id	data_format	access	file_name	submitter_id	data_category	acl_1	type	platform	file_size	created_datetime	md5sum	updated_datetime	file_id	data_type	state	experimental_strategy
9331312a-7547-43a3-9e61-a65317e47c86	TSV	open	9a1f4233-7a90-4d0b-9f4c-47ba4a7c3ba5.rna_seq.augmented_star_gene_counts.tsv	fed35cdc-8ff3-494f-bd4b-7d0c7fb37af3	Transcriptome Profiling	open	gene_expression	Illumina	4251040	2021-12-22T16:47:47.858193-06:00	dfc2bdb936c97eee03014ea8111df416	2024-07-30T20:07:16.201792-05:00	9331312a-7547-43a3-9e61-a65317e47c86	Gene Expression Quantification	released	RNA-Seq
3fbfe8aa-c2d5-4897-92ac-bee55cc57985	TSV	open	281cbaed-e56b-4d19-acc2-d532c700f6c0.rna_seq.augmented_star_gene_counts.tsv	4cdbf7ee-52e1-4fbb-9e23-224e0f70240a	Transcriptome Profiling	open	gene_expression	Illumina	4240807	2021-12-22T17:10:17.941960-06:00	8eb049d5d6b0ca2ba4c8846b28790dd5	2024-07-30T20:08:22.150839-05:00	3fbfe8aa-c2d5-4897-92ac-bee55cc57985	Gene Expression Quantification	released	RNA-Seq
28d1a3bf-3d1f-4fe4-9a45-02259863f097	TSV	open	f67ca7e4-2bdc-4b3e-a8ef-46f6fcb2a1e3.rna_seq.augmented_star_gene_counts.tsv	8fc7c7e9-f40d-40fa-84d9-50077caf3d42	Transcriptome Profiling	open	gene_expression	Illumina	4238651	2021-12-22T16:46:28.340171-06:00	6964069be33c27dee592f4f29461980d	2024-07-30T20:21:10.177265-05:00	28d1a3bf-3d1f-4fe4-9a45-02259863f097	Gene Expression Quantification	released	RNA-Seq
3a91325b-73a9-4677-ad69-920113710651	TSV	open	00c9faa1-d0c9-4f00-8d37-a3fb23f6e24e.rna_seq.augmented_star_gene_counts.tsv	7704bacc-030e-4f7e-b263-2eb17aab09b6	Transcriptome Profiling	open	gene_expression	Illumina	4259993	2021-12-22T16:43:31.784782-06:00	e01cfefdd573cb6b320124e604eb1d61	2024-07-30T20:15:23.498236-05:00	3a91325b-73a9-4677-ad69-920113710651	Gene Expression Quantification	released	RNA-Seq
80b9010f-1b27-4e1c-ad86-07fd2eca8389	TSV	open	8dc7997d-fee8-4b8c-b7fc-64185fd6b6a3.rna_seq.augmented_star_gene_counts.tsv	fdabe0d2-c9b7-41fb-be69-c4a5dd81e662	Transcriptome Profiling	open	gene_expression	Illumina	4249903	2021-12-22T17:02:39.080860-06:00	6d3ab972e7888cb783c25f2120bda94c	2024-07-30T20:17:17.681645-05:00	80b9010f-1b27-4e1c-ad86-07fd2eca8389	Gene Expression Quantification	released	RNA-Seq
45bbeba0-a841-425c-a444-64072dc8e4b0	TSV	open	c2251229-c7ea-410e-8bed-705d9367dfab.rna_seq.augmented_star_gene_counts.tsv	fa932e05-1816-4b4e-b0c8-901ccb3efa16	Transcriptome Profiling	open	gene_expression	Illumina	4240474	2021-12-22T17:06:42.919791-06:00	c50f50d015d73d9096dc105712d468bf	2024-07-30T20:17:19.031972-05:00	45bbeba0-a841-425c-a444-64072dc8e4b0	Gene Expression Quantification	released	RNA-Seq
d2ac9f97-3612-4b37-85fa-c2acb4f3f0c5	TSV	open	ee9e4fed-7ef3-4fe8-ae84-160ba1057722.rna_seq.augmented_star_gene_counts.tsv	c744681b-92b9-4725-b495-4e7023b20695	Transcriptome Profiling	open	gene_expression	Illumina	4246177	2021-12-22T16:40:43.877368-06:00	6928da631cead11099c4181fbeb8380e	2024-07-30T20:19:09.829540-05:00	d2ac9f97-3612-4b37-85fa-c2acb4f3f0c5	Gene Expression Quantification	released	RNA-Seq
44c37a4c-a1cf-4d9f-b61a-c8e469a7f630	TSV	open	48369c22-c9a4-4445-b516-cdaf3e76a426.rna_seq.augmented_star_gene_counts.tsv	044acf8b-dd61-460c-a1a4-f34b6f3aea6c	Transcriptome Profiling	open	gene_expression	Illumina	4256419	2021-12-22T16:43:47.565605-06:00	ea5477f96f234e5a9fb67eab62fad1f7	2024-07-30T20:20:08.613608-05:00	44c37a4c-a1cf-4d9f-b61a-c8e469a7f630	Gene Expression Quantification	released	RNA-Seq
4efac935-7116-4542-a9d7-2d2d926c5bbe	TSV	open	fdab4df5-9095-49b2-9a43-c0c35798f38f.rna_seq.augmented_star_gene_counts.tsv	9323f235-8bcf-48b9-a39a-a969fe5b5789	Transcriptome Profiling	open	gene_expression	Illumina	4246043	2021-12-22T16:57:24.781570-06:00	15b821183a08c7b6d026376a0d246a6e	2024-07-30T20:17:10.415650-05:00	4efac935-7116-4542-a9d7-2d2d926c5bbe	Gene Expression Quantification	released	RNA-Seq
2d6ed667-0ec6-4131-9091-0d59e821e3d7	TSV	open	98ab01f5-6734-40f3-9227-8d2980e16069.rna_seq.augmented_star_gene_counts.tsv	81f9ca22-7132-43bd-9156-9cf14f1882b2	Transcriptome Profiling	open	gene_expression	Illumina	4256027	2021-12-22T17:20:48.841016-06:00	a681f37a48477d0eb870629fa99b25bf	2024-07-30T20:12:44.603751-05:00	2d6ed667-0ec6-4131-9091-0d59e821e3d7	Gene Expression Quantification	released	RNA-Seq
